repository,project,issues,resolved,unresolved,resolved_rate,censoring_rate
RedHat,JBEE,243,227,16,0.934156378600823,0.06584362139917696
RedHat,JBNAME,61,49,12,0.8032786885245902,0.19672131147540983
RedHat,JANDEX,48,42,6,0.875,0.125
RedHat,SWSQE,1299,1148,151,0.8837567359507313,0.11624326404926867
RedHat,UX,19,13,6,0.6842105263157895,0.3157894736842105
RedHat,HAC,376,122,254,0.324468085106383,0.675531914893617
RedHat,ERT,694,538,156,0.7752161383285303,0.22478386167146974
RedHat,ENTVTX,153,149,4,0.9738562091503268,0.026143790849673203
RedHat,JBERET,522,423,99,0.8103448275862069,0.1896551724137931
RedHat,JBJCA,1399,1355,44,0.9685489635453896,0.031451036454610434
RedHat,REM3,367,340,27,0.9264305177111717,0.07356948228882834
RedHat,JBADMCON,142,75,67,0.528169014084507,0.47183098591549294
RedHat,BXMSDOC,3589,3419,170,0.9526330454165506,0.04736695458344943
RedHat,FORGE,2634,2326,308,0.8830675778283978,0.11693242217160213
RedHat,DESIGN,1765,1653,112,0.9365439093484419,0.06345609065155808
RedHat,TRACING,1467,1370,97,0.9338786639400136,0.06612133605998637
RedHat,MP,3,3,0,1.0,0.0
RedHat,WFK2,610,602,8,0.9868852459016394,0.013114754098360656
RedHat,DROOLS,6087,5171,916,0.8495153606045671,0.15048463939543288
RedHat,WFCORE,5054,4495,559,0.8893945389790265,0.11060546102097349
RedHat,KATA,1106,712,394,0.64376130198915,0.3562386980108499
RedHat,NEXUS,336,315,21,0.9375,0.0625
RedHat,AL,1,0,1,0.0,1.0
RedHat,JBSSO,55,29,26,0.5272727272727272,0.4727272727272727
RedHat,HIVE,340,238,102,0.7,0.3
RedHat,NOTIF,410,301,109,0.7341463414634146,0.2658536585365854
RedHat,APIMAN,1333,916,417,0.687171792948237,0.31282820705176295
RedHat,CLOUD,2226,1870,356,0.8400718778077269,0.15992812219227315
RedHat,RHDEVDOCS,2486,2122,364,0.8535800482703138,0.14641995172968625
RedHat,DBZ,4241,3504,737,0.826220231077576,0.17377976892242394
RedHat,NE,167,103,64,0.6167664670658682,0.38323353293413176
RedHat,OPENJDK,347,257,90,0.7406340057636888,0.25936599423631124
RedHat,ENTMQMAAS,2202,1824,378,0.8283378746594006,0.17166212534059946
RedHat,MODE,2679,2631,48,0.9820828667413214,0.01791713325867861
RedHat,ORG,1850,1821,29,0.9843243243243244,0.015675675675675675
RedHat,TEIIDWEBCN,45,44,1,0.9777777777777777,0.022222222222222223
RedHat,KOGITO,6347,4849,1498,0.7639829840869702,0.2360170159130298
RedHat,JBEWS,319,319,0,1.0,0.0
RedHat,ILSLED,3,0,3,0.0,1.0
RedHat,HRJS,89,66,23,0.7415730337078652,0.25842696629213485
RedHat,OCPCLOUD,255,142,113,0.5568627450980392,0.44313725490196076
RedHat,AMQDOC,751,578,173,0.7696404793608522,0.2303595206391478
RedHat,AESH,491,473,18,0.9633401221995926,0.03665987780040733
RedHat,FAB,60,40,20,0.6666666666666666,0.3333333333333333
RedHat,GRPA,231,196,35,0.8484848484848485,0.15151515151515152
RedHat,CDK,411,354,57,0.8613138686131386,0.1386861313868613
RedHat,CPDEVOPS,117,84,33,0.717948717948718,0.28205128205128205
RedHat,PROJQUAY,2455,1765,690,0.7189409368635438,0.28105906313645623
RedHat,RHBZ,13,3,10,0.23076923076923078,0.7692307692307693
RedHat,TS,1,0,1,0.0,1.0
RedHat,SWITCHYARD,3015,2528,487,0.8384742951907131,0.1615257048092869
RedHat,PLINK,723,669,54,0.9253112033195021,0.07468879668049792
RedHat,SOA,3116,3110,6,0.9980744544287549,0.0019255455712451862
RedHat,JBCS,622,550,72,0.8842443729903537,0.1157556270096463
RedHat,ERRAI,1104,962,142,0.8713768115942029,0.1286231884057971
RedHat,ETCD,69,40,29,0.5797101449275363,0.42028985507246375
RedHat,OCPNODE,241,99,142,0.4107883817427386,0.5892116182572614
RedHat,CHE,299,277,22,0.9264214046822743,0.07357859531772576
RedHat,MBT,79,17,62,0.21518987341772153,0.7848101265822784
RedHat,SB,1319,1211,108,0.9181197877179682,0.08188021228203184
RedHat,RHOSPDOC,134,80,54,0.5970149253731343,0.40298507462686567
RedHat,JWS,930,862,68,0.9268817204301075,0.07311827956989247
RedHat,CORS,244,122,122,0.5,0.5
RedHat,CNRDOC,53,23,30,0.4339622641509434,0.5660377358490566
RedHat,JBEAP,17102,16072,1030,0.9397731259501813,0.06022687404981873
RedHat,IR,93,37,56,0.3978494623655914,0.6021505376344086
RedHat,AF,2696,1931,765,0.716246290801187,0.28375370919881304
RedHat,COVIDSAFE,326,300,26,0.9202453987730062,0.07975460122699386
RedHat,WFLY,12984,11679,1305,0.8994916820702403,0.1005083179297597
RedHat,UNDERTOW,1780,1585,195,0.8904494382022472,0.10955056179775281
RedHat,RIFTSAW,554,499,55,0.9007220216606499,0.09927797833935018
RedHat,MODULES,396,351,45,0.8863636363636364,0.11363636363636363
RedHat,ISPN,12829,11012,1817,0.8583677605425208,0.14163223945747916
RedHat,APPDUX,842,842,0,1.0,0.0
RedHat,JBTM,3483,3214,269,0.9227677289692794,0.07723227103072064
RedHat,LOG,830,553,277,0.6662650602409639,0.3337349397590361
RedHat,SECDATA,7,5,2,0.7142857142857143,0.2857142857142857
RedHat,JDG,1710,1642,68,0.960233918128655,0.03976608187134503
RedHat,THORN,2467,2467,0,1.0,0.0
RedHat,ENTSBT,456,365,91,0.8004385964912281,0.19956140350877194
RedHat,DEVSECOPS,65,35,30,0.5384615384615384,0.46153846153846156
RedHat,WEJBHTTP,60,52,8,0.8666666666666667,0.13333333333333333
RedHat,HRCPP,488,441,47,0.9036885245901639,0.09631147540983606
RedHat,CC,1,0,1,0.0,1.0
RedHat,RHPAM,2886,2565,321,0.8887733887733887,0.11122661122661123
RedHat,JBIDE,27295,26045,1250,0.9542040666788789,0.045795933321121085
RedHat,APPAI,337,297,40,0.8813056379821959,0.11869436201780416
RedHat,FH,2235,2191,44,0.9803131991051454,0.019686800894854587
RedHat,DASHBUILDE,212,169,43,0.7971698113207547,0.2028301886792453
RedHat,ELY,2110,1860,250,0.8815165876777251,0.11848341232227488
RedHat,MIG,382,184,198,0.4816753926701571,0.518324607329843
RedHat,TEIIDSB,207,199,8,0.961352657004831,0.03864734299516908
RedHat,WRKLDS,102,49,53,0.4803921568627451,0.5196078431372549
RedHat,WFARQ,100,88,12,0.88,0.12
RedHat,POL,495,451,44,0.9111111111111111,0.08888888888888889
RedHat,DEVEX,89,33,56,0.3707865168539326,0.6292134831460674
RedHat,ENTMQCL,440,360,80,0.8181818181818182,0.18181818181818182
RedHat,SPLAT,195,120,75,0.6153846153846154,0.38461538461538464
RedHat,SHRINKWRAP,465,403,62,0.8666666666666667,0.13333333333333333
RedHat,USMINT,110,34,76,0.3090909090909091,0.6909090909090909
RedHat,API,104,45,59,0.4326923076923077,0.5673076923076923
RedHat,WINC,147,71,76,0.48299319727891155,0.5170068027210885
RedHat,OLM,314,174,140,0.554140127388535,0.445859872611465
RedHat,FUSEJON,139,132,7,0.9496402877697842,0.050359712230215826
RedHat,CMTOOL,314,301,13,0.9585987261146497,0.041401273885350316
RedHat,MSC,244,235,9,0.9631147540983607,0.036885245901639344
RedHat,LOGTOOL,148,146,2,0.9864864864864865,0.013513513513513514
RedHat,OSDK,497,319,178,0.641851106639839,0.358148893360161
RedHat,WINDUP,3035,2489,546,0.8200988467874794,0.1799011532125206
RedHat,TEIIDDES,3099,3099,0,1.0,0.0
RedHat,MAISTRA,2299,2044,255,0.8890822096563723,0.11091779034362767
RedHat,TEIID,5769,5683,86,0.9850927370428151,0.014907262957184954
RedHat,KUADRANT,6,0,6,0.0,1.0
RedHat,TEST,181,150,31,0.8287292817679558,0.1712707182320442
RedHat,THREESCALE,4658,3639,1019,0.7812365822241305,0.21876341777586947
RedHat,JBPM,9084,7361,1723,0.8103258476442096,0.1896741523557904
RedHat,SECURITY,959,827,132,0.862356621480709,0.13764337851929093
RedHat,CGW,555,533,22,0.9603603603603603,0.03963963963963964
RedHat,RHD,459,351,108,0.7647058823529411,0.23529411764705882
RedHat,GITOPS,611,364,247,0.5957446808510638,0.40425531914893614
RedHat,AA,615,404,211,0.656910569105691,0.34308943089430893
RedHat,IPROTO,217,134,83,0.6175115207373272,0.3824884792626728
RedHat,ENTMQIC,838,683,155,0.815035799522673,0.18496420047732698
RedHat,WFDISC,36,30,6,0.8333333333333334,0.16666666666666666
RedHat,EJBTHREE,2190,1764,426,0.8054794520547945,0.19452054794520549
RedHat,JBDS,4221,4070,151,0.9642264866145464,0.03577351338545368
RedHat,WFCC,38,16,22,0.42105263157894735,0.5789473684210527
RedHat,RHBRMS,2400,2383,17,0.9929166666666667,0.007083333333333333
RedHat,OCPPLAN,1291,754,537,0.5840433772269559,0.4159566227730441
RedHat,MON,728,462,266,0.6346153846153846,0.36538461538461536
RedHat,KEYCLOAK,15564,14556,1008,0.9352351580570547,0.06476484194294525
RedHat,ARMOCP,96,10,86,0.10416666666666667,0.8958333333333334
RedHat,AS7,5427,5427,0,1.0,0.0
RedHat,ENTMQ,1473,1469,4,0.9972844534962662,0.0027155465037338763
RedHat,ARQ,2168,1706,462,0.7869003690036901,0.21309963099630996
RedHat,JBRULES,3056,2648,408,0.8664921465968587,0.13350785340314136
RedHat,DEVELOPER,5425,5250,175,0.967741935483871,0.03225806451612903
RedHat,SDN,879,539,340,0.6131968145620023,0.38680318543799774
RedHat,OTA,240,144,96,0.6,0.4
RedHat,MORFE,2,0,2,0.0,1.0
RedHat,CONSOLE,598,283,315,0.47324414715719065,0.5267558528428093
RedHat,PLANNER,2540,2000,540,0.7874015748031497,0.2125984251968504
RedHat,ELYEE,6,3,3,0.5,0.5
RedHat,RHBPMS,4026,3986,40,0.9900645802285146,0.009935419771485345
RedHat,RHECLIPSE,23,20,3,0.8695652173913043,0.13043478260869565
RedHat,WELD,2576,2474,102,0.9604037267080745,0.039596273291925464
RedHat,WINDUPRULE,765,557,208,0.7281045751633987,0.2718954248366013
RedHat,KIECLOUD,524,477,47,0.9103053435114504,0.08969465648854962
RedHat,JBLOGGING,108,100,8,0.9259259259259259,0.07407407407407407
RedHat,BPMC,91,74,17,0.8131868131868132,0.18681318681318682
RedHat,JBMAR,220,204,16,0.9272727272727272,0.07272727272727272
RedHat,WFMP,134,127,7,0.9477611940298507,0.05223880597014925
RedHat,RHMWINT,141,100,41,0.7092198581560284,0.2907801418439716
RedHat,MULTIARCH,915,656,259,0.7169398907103826,0.2830601092896175
RedHat,WTO,112,73,39,0.6517857142857143,0.3482142857142857
RedHat,ESSC,14,14,0,1.0,0.0
RedHat,VAFSC,1,0,1,0.0,1.0
RedHat,EJBCLIENT,381,336,45,0.8818897637795275,0.11811023622047244
RedHat,JBAS,8394,8094,300,0.9642601858470335,0.035739814152966405
RedHat,ENTMQBR,3720,2857,863,0.7680107526881721,0.23198924731182796
RedHat,XNIO,369,328,41,0.8888888888888888,0.1111111111111111
RedHat,HAL,1601,1497,104,0.9350405996252342,0.06495940037476577
RedHat,RUN,170,100,70,0.5882352941176471,0.4117647058823529
RedHat,WFCOM,62,55,7,0.8870967741935484,0.11290322580645161
RedHat,OSJC,283,256,27,0.9045936395759717,0.09540636042402827
RedHat,MC,20,20,0,1.0,0.0
RedHat,WFSSL,81,68,13,0.8395061728395061,0.16049382716049382
RedHat,HOSTEDCP,275,196,79,0.7127272727272728,0.2872727272727273
RedHat,WFWIP,278,262,16,0.9424460431654677,0.05755395683453238
RedHat,RHDM,1260,1165,95,0.9246031746031746,0.07539682539682539
RedHat,HELM,278,174,104,0.6258992805755396,0.37410071942446044
RedHat,ACM,131,12,119,0.0916030534351145,0.9083969465648855
RedHat,DMR,39,34,5,0.8717948717948718,0.1282051282051282
RedHat,HOR,59,31,28,0.5254237288135594,0.4745762711864407
RedHat,COST,1932,1111,821,0.5750517598343685,0.4249482401656315
RedHat,ENTMQST,2482,2178,304,0.8775181305398871,0.12248186946011282
RedHat,OSSM,424,239,185,0.5636792452830188,0.4363207547169811
RedHat,CMCS,4,2,2,0.5,0.5
RedHat,TEIIDWEBTL,36,16,20,0.4444444444444444,0.5555555555555556
RedHat,JBWS,3845,3789,56,0.9854356306892068,0.014564369310793237
RedHat,SHRINKRES,301,252,49,0.8372093023255814,0.16279069767441862
RedHat,BYTEMAN,413,391,22,0.9467312348668281,0.053268765133171914
RedHat,FUSEDOC,233,217,16,0.9313304721030042,0.06866952789699571
Sakai,A11YTEST,4,3,1,0.75,0.25
Sakai,XSDW,25,16,9,0.64,0.36
Sakai,ELLUM,26,0,26,0.0,1.0
Sakai,WIC,12,5,7,0.4166666666666667,0.5833333333333334
Sakai,ADMX,14,7,7,0.5,0.5
Sakai,RPLAY,24,24,0,1.0,0.0
Sakai,SM,23,22,1,0.9565217391304348,0.043478260869565216
Sakai,QNA,226,199,27,0.8805309734513275,0.11946902654867257
Sakai,POH,17,17,0,1.0,0.0
Sakai,NFS,64,59,5,0.921875,0.078125
Sakai,MARCH,6,4,2,0.6666666666666666,0.3333333333333333
Sakai,CNFV,21,17,4,0.8095238095238095,0.19047619047619047
Sakai,EVALPORT,9,2,7,0.2222222222222222,0.7777777777777778
Sakai,QUALTRICS,260,260,0,1.0,0.0
Sakai,PROD,372,0,372,0.0,1.0
Sakai,LAI,21,20,1,0.9523809523809523,0.047619047619047616
Sakai,TRINITY,38,3,35,0.07894736842105263,0.9210526315789473
Sakai,TIME,75,37,38,0.49333333333333335,0.5066666666666667
Sakai,MRKUP,17,11,6,0.6470588235294118,0.35294117647058826
Sakai,SMP,28,28,0,1.0,0.0
Sakai,SCO,178,164,14,0.9213483146067416,0.07865168539325842
Sakai,SLIB,111,77,34,0.6936936936936937,0.3063063063063063
Sakai,SKE,250,208,42,0.832,0.168
Sakai,MAW,15,15,0,1.0,0.0
Sakai,TII,250,228,22,0.912,0.088
Sakai,CC,18,17,1,0.9444444444444444,0.05555555555555555
Sakai,IQ,6,0,6,0.0,1.0
Sakai,WCON,9,5,4,0.5555555555555556,0.4444444444444444
Sakai,BW,167,130,37,0.7784431137724551,0.2215568862275449
Sakai,YAFT,77,64,13,0.8311688311688312,0.16883116883116883
Sakai,FARM,39,3,36,0.07692307692307693,0.9230769230769231
Sakai,TXB,222,188,34,0.8468468468468469,0.15315315315315314
Sakai,RSV,27,10,17,0.37037037037037035,0.6296296296296297
Sakai,RSF,18,17,1,0.9444444444444444,0.05555555555555555
Sakai,SMS,296,271,25,0.9155405405405406,0.08445945945945946
Sakai,MAPS,33,25,8,0.7575757575757576,0.24242424242424243
Sakai,EVALSYS,1577,1347,230,0.8541534559289791,0.14584654407102093
Sakai,DOCS,39,6,33,0.15384615384615385,0.8461538461538461
Sakai,DASH,400,322,78,0.805,0.195
Sakai,SAKORA,16,16,0,1.0,0.0
Sakai,OCW,12,12,0,1.0,0.0
Sakai,LAMS,10,10,0,1.0,0.0
Sakai,SOU,5,1,4,0.2,0.8
Sakai,ITU,22,16,6,0.7272727272727273,0.2727272727272727
Sakai,SAK,43351,39086,4265,0.9016170330557542,0.09838296694424581
Sakai,HPT,15,13,2,0.8666666666666667,0.13333333333333333
Sakai,GM,145,100,45,0.6896551724137931,0.3103448275862069
Sakai,GAL,111,89,22,0.8018018018018018,0.1981981981981982
Sakai,CLOG,195,143,52,0.7333333333333333,0.26666666666666666
Sakai,BBB,159,143,16,0.89937106918239,0.10062893081761007
Sakai,CHK,48,44,4,0.9166666666666666,0.08333333333333333
Sakai,GRBK,1433,1057,376,0.7376133984647593,0.26238660153524074
Sakai,DAO,14,11,3,0.7857142857142857,0.21428571428571427
SecondLife,OPEN,320,162,158,0.50625,0.49375
SecondLife,STORM,1547,1471,76,0.9508726567550096,0.0491273432449903
Sonatype,NEXUS,10607,9433,1174,0.8893183746582446,0.11068162534175545
Sonatype,OSSRH,74960,72193,2767,0.9630869797225187,0.03691302027748132
Sonatype,OSSIPUB,26,6,20,0.23076923076923078,0.7692307692307693
Sonatype,DX,50,5,45,0.1,0.9
Sonatype,MVNCENTRAL,1641,1640,1,0.9993906154783668,0.0006093845216331506
Spring,SOCIALGH,5,2,3,0.4,0.6
Spring,SOCIALLI,40,33,7,0.825,0.175
Spring,SETHREADNET,35,18,17,0.5142857142857142,0.4857142857142857
Spring,SPR,17413,15938,1475,0.9152931717682191,0.08470682823178086
Spring,SES,173,173,0,1.0,0.0
Spring,SE,8,1,7,0.125,0.875
Spring,SJC,239,239,0,1.0,0.0
Spring,SGF,917,891,26,0.9716466739367503,0.028353326063249727
Spring,SESURF,113,69,44,0.6106194690265486,0.3893805309734513
Spring,SESPRINGINTEGRATIONNET,3,0,3,0.0,1.0
Spring,DATAGEODE,392,330,62,0.8418367346938775,0.15816326530612246
Spring,SEC,3150,3150,0,1.0,0.0
Spring,DATACOUCH,676,560,116,0.8284023668639053,0.17159763313609466
Spring,DATAES,1003,952,51,0.9491525423728814,0.05084745762711865
Spring,SHL,186,133,53,0.7150537634408602,0.2849462365591398
Spring,SPRNETSOCIALTW,12,9,3,0.75,0.25
Spring,SESIA,30,24,6,0.8,0.2
Spring,INTEXT,229,203,26,0.8864628820960698,0.11353711790393013
Spring,DATASOLR,615,475,140,0.7723577235772358,0.22764227642276422
Spring,SENMSNET,1,0,1,0.0,1.0
Spring,DATAMONGO,2590,2215,375,0.8552123552123552,0.14478764478764478
Spring,DATAJPA,1687,1490,197,0.8832246591582691,0.11677534084173088
Spring,SPRNET,1537,1320,217,0.8588158750813273,0.14118412491867274
Spring,DATAAERO,1,0,1,0.0,1.0
Spring,MOD,504,310,194,0.6150793650793651,0.38492063492063494
Spring,SOCIALFB,198,142,56,0.7171717171717171,0.2828282828282828
Spring,SOCIALTW,86,73,13,0.8488372093023255,0.1511627906976744
Spring,DATACOL,2,0,2,0.0,1.0
Spring,SEDBFO,33,21,12,0.6363636363636364,0.36363636363636365
Spring,SECOAUTH,438,428,10,0.9771689497716894,0.0228310502283105
Spring,GREENHOUSE,559,366,193,0.6547406082289803,0.34525939177101966
Spring,SWS,1041,891,150,0.8559077809798271,0.1440922190201729
Spring,BATCHADM,233,172,61,0.7381974248927039,0.26180257510729615
Spring,OSGI,815,734,81,0.9006134969325154,0.09938650306748466
Spring,BATCH,2598,2239,359,0.8618167821401078,0.13818321785989224
Spring,SPRNETSOCIAL,8,2,6,0.25,0.75
Spring,SESPRINGPYTHONPY,166,163,3,0.9819277108433735,0.018072289156626505
Spring,DATARIAK,6,3,3,0.5,0.5
Spring,ANDROID,165,145,20,0.8787878787878788,0.12121212121212122
Spring,SCALA,18,11,7,0.6111111111111112,0.3888888888888889
Spring,AMQP,834,818,16,0.9808153477218226,0.019184652278177457
Spring,INT,4494,4357,137,0.9695149087672452,0.030485091232754783
Spring,SWF,1668,1209,459,0.7248201438848921,0.2751798561151079
Spring,SPRNETVSADDIN,12,4,8,0.3333333333333333,0.6666666666666666
Spring,SLICE,101,76,25,0.7524752475247525,0.24752475247524752
Spring,SOCIAL,450,311,139,0.6911111111111111,0.3088888888888889
Spring,SEWORKFLOW,5,2,3,0.4,0.6
Spring,DATACMNS,1781,1574,207,0.8837731611454239,0.11622683885457608
Spring,DATALDAP,187,176,11,0.9411764705882353,0.058823529411764705
Spring,SMA,28,25,3,0.8928571428571429,0.10714285714285714
Spring,SEJCR,23,19,4,0.8260869565217391,0.17391304347826086
Spring,SHDP,583,495,88,0.8490566037735849,0.1509433962264151
Spring,INFRA,49,49,0,1.0,0.0
Spring,SPS,7,0,7,0.0,1.0
Spring,STS,4407,4407,0,1.0,0.0
Spring,SPRNETCODECONFIG,7,7,0,1.0,0.0
Spring,DATAKV,261,242,19,0.9272030651340997,0.07279693486590039
Spring,SESPRINGACTIONSCRIPTAS,145,112,33,0.7724137931034483,0.22758620689655173
Spring,DATAGRAPH,1465,1402,63,0.9569965870307168,0.043003412969283276
Spring,SPRNETSOCIALLI,8,5,3,0.625,0.375
Spring,DATAJDBC,610,493,117,0.8081967213114755,0.1918032786885246
Spring,SESQLJ,1,0,1,0.0,1.0
Spring,XD,3707,3046,661,0.8216886970596169,0.17831130294038305
Spring,DATAREST,1565,862,703,0.5507987220447285,0.44920127795527154
Spring,IDE,1386,1386,0,1.0,0.0
Spring,SPRNETREST,36,33,3,0.9166666666666666,0.08333333333333333
Spring,RCP,632,514,118,0.8132911392405063,0.18670886075949367
Spring,DATAREDIS,1257,1146,111,0.9116945107398569,0.0883054892601432
Spring,ROOFLEX,51,29,22,0.5686274509803921,0.43137254901960786
Spring,DATACASS,826,792,34,0.9588377723970944,0.04116222760290557
Spring,SPRNETSOCIALDB,11,9,2,0.8181818181818182,0.18181818181818182
Spring,SGFNET,24,19,5,0.7916666666666666,0.20833333333333334
Spring,ROO,3987,3452,535,0.8658138951592677,0.13418610484073237
Spring,MOBILE,113,99,14,0.8761061946902655,0.12389380530973451
Spring,DATAMAP,3,0,3,0.0,1.0
Spring,SECONFIGNET,4,0,4,0.0,1.0
Spring,INTSAMPLES,150,125,25,0.8333333333333334,0.16666666666666666
Spring,DATAHB,4,0,4,0.0,1.0
Spring,SEBLOB,9,4,5,0.4444444444444444,0.5555555555555556
Spring,LDAP,340,340,0,1.0,0.0
