repository,project,issues,resolved,unresolved,resolved_rate,censoring_rate
Apache,GORA,649,521,128,0.802773497688752,0.19722650231124808
Apache,AGEOLD,65,22,43,0.3384615384615385,0.6615384615384615
Apache,ADDR,37,5,32,0.13513513513513514,0.8648648648648649
Apache,REEF,2065,1606,459,0.7777239709443099,0.22227602905569008
Apache,MAHOUT,2121,2009,112,0.9471947194719472,0.052805280528052806
Apache,PORTALS,25,20,5,0.8,0.2
Apache,ORCHESTRA,67,50,17,0.746268656716418,0.2537313432835821
Apache,ORP,11,5,6,0.45454545454545453,0.5454545454545454
Apache,SCB,2326,2000,326,0.8598452278589854,0.14015477214101463
Apache,WHISKER,20,10,10,0.5,0.5
Apache,SOAP,173,145,28,0.838150289017341,0.16184971098265896
Apache,MPLUGIN,369,355,14,0.962059620596206,0.037940379403794036
Apache,HDFS,15588,12328,3260,0.7908647677700795,0.20913523222992045
Apache,TORQUEOLD,378,31,347,0.082010582010582,0.917989417989418
Apache,WW,5093,4761,332,0.9348124877282544,0.06518751227174553
Apache,ODE,1078,838,240,0.7773654916512059,0.22263450834879406
Apache,MXNET,1407,312,1095,0.22174840085287847,0.7782515991471215
Apache,MPT,44,39,5,0.8863636363636364,0.11363636363636363
Apache,DERBY,7123,5817,1306,0.8166502878000842,0.18334971219991578
Apache,ATTRIBUTES,13,11,2,0.8461538461538461,0.15384615384615385
Apache,MINDEXER,128,121,7,0.9453125,0.0546875
Apache,MTOOLCHAINS,34,27,7,0.7941176470588235,0.20588235294117646
Apache,AMQ,7540,6740,800,0.8938992042440318,0.10610079575596817
Apache,JUDDI,1012,991,21,0.9792490118577075,0.020750988142292492
Apache,AAR,9107,57,9050,0.006258921708575821,0.9937410782914242
Apache,HTTPCLIENT,2116,2063,53,0.974952741020794,0.02504725897920605
Apache,NETBEANS,6155,2804,3351,0.4555645816409423,0.5444354183590576
Apache,METAMODEL,400,260,140,0.65,0.35
Apache,WHIRR,754,544,210,0.7214854111405835,0.27851458885941643
Apache,EVENTMESH,9,3,6,0.3333333333333333,0.6666666666666666
Apache,MCLEAN,86,83,3,0.9651162790697675,0.03488372093023256
Apache,DIRMINA,1114,1082,32,0.9712746858168761,0.02872531418312388
Apache,CHAINSAW,42,8,34,0.19047619047619047,0.8095238095238095
Apache,MUSE,314,250,64,0.7961783439490446,0.20382165605095542
Apache,ARTEMIS,3571,3202,369,0.8966676001120134,0.10333239988798656
Apache,MESOS,10197,7148,3049,0.7009904873982544,0.29900951260174563
Apache,MANT,77,77,0,1.0,0.0
Apache,JELLY,291,189,102,0.6494845360824743,0.35051546391752575
Apache,MNGSITE,421,378,43,0.8978622327790974,0.1021377672209026
Apache,CASSANDRASC,32,19,13,0.59375,0.40625
Apache,BATIK,1317,904,413,0.686408504176158,0.31359149582384205
Apache,AVALON,7,7,0,1.0,0.0
Apache,SOLR,15704,11785,3919,0.7504457463066735,0.24955425369332654
Apache,MRQL,102,102,0,1.0,0.0
Apache,GOBBLIN,1591,1056,535,0.6637335009428033,0.33626649905719674
Apache,LABS,352,294,58,0.8352272727272727,0.16477272727272727
Apache,CS,13,7,6,0.5384615384615384,0.46153846153846156
Apache,HBASE,26421,22774,3647,0.861965860489762,0.13803413951023807
Apache,TOMAHAWK,1683,1197,486,0.7112299465240641,0.2887700534759358
Apache,STDCXX,1062,711,351,0.6694915254237288,0.3305084745762712
Apache,JSPWIKI,1050,901,149,0.8580952380952381,0.1419047619047619
Apache,PROXY,28,26,2,0.9285714285714286,0.07142857142857142
Apache,SHALE,497,381,116,0.7665995975855131,0.23340040241448692
Apache,JCS,227,227,0,1.0,0.0
Apache,XERCESP,55,37,18,0.6727272727272727,0.32727272727272727
Apache,BROOKLYN,628,333,295,0.5302547770700637,0.4697452229299363
Apache,ARIA,427,249,178,0.5831381733021077,0.4168618266978923
Apache,XERCESC,2230,2063,167,0.9251121076233184,0.07488789237668161
Apache,WSIF,94,45,49,0.4787234042553192,0.5212765957446809
Apache,MENFORCER,402,376,26,0.9353233830845771,0.06467661691542288
Apache,MYFACES,4054,4037,17,0.99580661075481,0.004193389245189936
Apache,MATH,1628,1464,164,0.8992628992628993,0.10073710073710074
Apache,LIMINAL,81,42,39,0.5185185185185185,0.48148148148148145
Apache,KATO,16,2,14,0.125,0.875
Apache,DIRNAMING,15,13,2,0.8666666666666667,0.13333333333333333
Apache,MANTTASKS,247,247,0,1.0,0.0
Apache,JENA,2238,2091,147,0.9343163538873994,0.06568364611260054
Apache,TORQUE,360,359,1,0.9972222222222222,0.002777777777777778
Apache,NET,700,657,43,0.9385714285714286,0.06142857142857143
Apache,COLLECTIONS,744,651,93,0.875,0.125
Apache,MINIFICPP,1707,1269,438,0.7434094903339191,0.2565905096660808
Apache,RNG,165,151,14,0.9151515151515152,0.08484848484848485
Apache,STUDIO,16,16,0,1.0,0.0
Apache,STORM,3762,2668,1094,0.7091972355130249,0.290802764486975
Apache,DIRAPI,355,319,36,0.8985915492957747,0.10140845070422536
Apache,IMPERIUS,34,8,26,0.23529411764705882,0.7647058823529411
Apache,TILESSB,10,10,0,1.0,0.0
Apache,USERGRID,1341,865,476,0.645041014168531,0.35495898583146906
Apache,TC,553,326,227,0.5895117540687161,0.4104882459312839
Apache,SLING,11011,9936,1075,0.9023703569158115,0.09762964308418853
Apache,IO,744,594,150,0.7983870967741935,0.20161290322580644
Apache,DISPATCH,2302,1954,348,0.8488271068635969,0.15117289313640314
Apache,STRATOS,1662,1379,283,0.8297232250300842,0.17027677496991575
Apache,BOOKKEEPER,1095,1022,73,0.9333333333333333,0.06666666666666667
Apache,PYLUCENE,61,46,15,0.7540983606557377,0.2459016393442623
Apache,HDT,63,46,17,0.7301587301587301,0.2698412698412698
Apache,STOMP,2,2,0,1.0,0.0
Apache,MDOAP,55,52,3,0.9454545454545454,0.05454545454545454
Apache,PIVOT,1039,844,195,0.8123195380173244,0.18768046198267566
Apache,JOHNZON,356,325,31,0.9129213483146067,0.08707865168539326
Apache,JCRCL,3,1,2,0.3333333333333333,0.6666666666666666
Apache,RUNTIME,52,52,0,1.0,0.0
Apache,QPIDJMS,553,530,23,0.9584086799276673,0.04159132007233273
Apache,PINOT,14,2,12,0.14285714285714285,0.8571428571428571
Apache,INCUBATOR,258,237,21,0.9186046511627907,0.08139534883720931
Apache,FELIX,6392,5624,768,0.8798498122653317,0.12015018773466833
Apache,EMAIL,195,176,19,0.9025641025641026,0.09743589743589744
Hyperledger,INDY,2323,1964,359,0.8454584588893672,0.1545415411106328
Hyperledger,FABGW,24,22,2,0.9166666666666666,0.08333333333333333
Hyperledger,URSA,9,2,7,0.2222222222222222,0.7777777777777778
Hyperledger,CE,717,662,55,0.9232914923291492,0.07670850767085077
Hyperledger,FCW,31,14,17,0.45161290322580644,0.5483870967741935
Hyperledger,FABR,10,3,7,0.3,0.7
Hyperledger,BE,844,776,68,0.919431279620853,0.08056872037914692
Hyperledger,FABG,980,872,108,0.889795918367347,0.11020408163265306
Hyperledger,TX,56,20,36,0.35714285714285715,0.6428571428571429
Hyperledger,FABCJ,300,286,14,0.9533333333333334,0.04666666666666667
Hyperledger,FABCN,438,416,22,0.9497716894977168,0.0502283105022831
Hyperledger,IA,54,31,23,0.5740740740740741,0.42592592592592593
Hyperledger,IS,1536,1293,243,0.841796875,0.158203125
Hyperledger,FABN,1611,1599,12,0.9925512104283054,0.0074487895716946
Hyperledger,FABCAG,34,29,5,0.8529411764705882,0.14705882352941177
Hyperledger,FABB,139,135,4,0.9712230215827338,0.02877697841726619
Hyperledger,ARIES,7,2,5,0.2857142857142857,0.7142857142857143
Hyperledger,FABCG,20,7,13,0.35,0.65
Hyperledger,STL,1663,1249,414,0.751052315093205,0.24894768490679495
Hyperledger,IR,1172,543,629,0.46331058020477817,0.5366894197952219
Hyperledger,COM,10,9,1,0.9,0.1
Hyperledger,AV,6,1,5,0.16666666666666666,0.8333333333333334
Hyperledger,FABLG,10,9,1,0.9,0.1
Hyperledger,FAB,13926,13245,681,0.9510986643688065,0.04890133563119345
Hyperledger,FGJ,110,102,8,0.9272727272727272,0.07272727272727272
Hyperledger,BESU,203,203,0,1.0,0.0
Hyperledger,GRID,103,58,45,0.5631067961165048,0.4368932038834951
Hyperledger,FABCT,58,39,19,0.6724137931034483,0.3275862068965517
Hyperledger,FABJ,484,468,16,0.9669421487603306,0.03305785123966942
Hyperledger,FABCE,150,125,25,0.8333333333333334,0.16666666666666666
Hyperledger,FABC,855,736,119,0.8608187134502924,0.1391812865497076
Hyperledger,FABP,263,253,10,0.9619771863117871,0.03802281368821293
IntelDAOS,DAOS,8533,7601,932,0.890776983475917,0.10922301652408298
IntelDAOS,CART,941,818,123,0.869287991498406,0.13071200850159406
JFrog,NMAP,48,17,31,0.3541666666666667,0.6458333333333334
JFrog,TCAP,1063,141,922,0.13264346190028223,0.8673565380997178
JFrog,TFSAP,24,3,21,0.125,0.875
JFrog,RTFACT,12158,8662,3496,0.7124527060371771,0.28754729396282286
JFrog,JUX,33,4,29,0.12121212121212122,0.8787878787878788
JFrog,MAP,33,21,12,0.6363636363636364,0.36363636363636365
JFrog,HAP,1274,747,527,0.5863422291993721,0.41365777080062793
JFrog,BI,295,223,72,0.7559322033898305,0.2440677966101695
JFrog,BAP,418,278,140,0.6650717703349283,0.3349282296650718
JFrog,GAP,189,133,56,0.7037037037037037,0.2962962962962963
Jira,JRASERVER,47225,38678,8547,0.8190153520381154,0.1809846479618846
Jira,OAUTH20,4,2,2,0.5,0.5
Jira,BAM,14625,12416,2209,0.848957264957265,0.15104273504273505
Jira,API,438,148,290,0.3378995433789954,0.6621004566210046
Jira,FE,5561,4634,927,0.8333033627045495,0.16669663729545045
Jira,JSDCLOUD,6892,3990,2902,0.5789320951828206,0.4210679048171793
Jira,JRACLOUD,27916,22142,5774,0.7931652099154607,0.20683479008453934
Jira,CONFCLOUD,25115,20151,4964,0.8023491937089389,0.19765080629106113
Jira,ID,1310,1014,296,0.7740458015267175,0.22595419847328244
Jira,HTTP,2,2,0,1.0,0.0
Jira,CLOUD,7755,6933,822,0.8940038684719536,0.10599613152804642
Jira,MIG,786,278,508,0.35368956743002544,0.6463104325699746
Jira,CRUC,6765,5886,879,0.8700665188470067,0.12993348115299336
Jira,JSWCLOUD,12733,10029,2704,0.7876384198539229,0.21236158014607712
Jira,JIRAAUTOSERVER,342,57,285,0.16666666666666666,0.8333333333333334
Jira,JPOSERVER,2180,920,1260,0.42201834862385323,0.5779816513761468
Jira,CWD,4407,3357,1050,0.7617426820966644,0.2382573179033356
Jira,SRCTREE,5292,2447,2845,0.4623960695389267,0.5376039304610734
Jira,SRCTREEWIN,9646,5199,4447,0.5389798880364918,0.4610201119635082
Jira,SER,177,153,24,0.864406779661017,0.13559322033898305
Jira,CONFSERVER,43910,37290,6620,0.8492370758369392,0.1507629241630608
Jira,JWMCLOUD,136,31,105,0.22794117647058823,0.7720588235294118
Jira,SCALE,58,30,28,0.5172413793103449,0.4827586206896552
Jira,JSDSERVER,6895,4198,2697,0.6088469905728789,0.3911530094271211
Jira,I18N,837,411,426,0.4910394265232975,0.5089605734767025
Jira,JSWSERVER,13273,10928,2345,0.8233255481051759,0.17667445189482409
Jira,CLOV,1501,1501,0,1.0,0.0
Jira,BSERV,7885,5663,2222,0.7181991122384274,0.2818008877615726
Jira,ACCESS,527,246,281,0.4667931688804554,0.5332068311195446
Jira,BCLOUD,20352,17994,2358,0.8841391509433962,0.11586084905660378
JiraEcosystem,MPJC,34,16,18,0.47058823529411764,0.5294117647058824
JiraEcosystem,CONFSTATS,23,3,20,0.13043478260869565,0.8695652173913043
JiraEcosystem,CE,959,693,266,0.7226277372262774,0.2773722627737226
JiraEcosystem,JPSP,2,1,1,0.5,0.5
JiraEcosystem,DARK,3,1,2,0.3333333333333333,0.6666666666666666
JiraEcosystem,JTOOL,253,47,206,0.1857707509881423,0.8142292490118577
JiraEcosystem,JCAL,40,5,35,0.125,0.875
JiraEcosystem,JDG,9,0,9,0.0,1.0
JiraEcosystem,APL,1266,1195,71,0.9439178515007899,0.05608214849921011
JiraEcosystem,SVN,257,159,98,0.6186770428015564,0.38132295719844356
JiraEcosystem,LESS,48,47,1,0.9791666666666666,0.020833333333333332
JiraEcosystem,QR,16,12,4,0.75,0.25
JiraEcosystem,AW,15,7,8,0.4666666666666667,0.5333333333333333
JiraEcosystem,PAS,14,3,11,0.21428571428571427,0.7857142857142857
JiraEcosystem,AL,6,5,1,0.8333333333333334,0.16666666666666666
JiraEcosystem,PLUG,1161,1104,57,0.9509043927648578,0.04909560723514212
JiraEcosystem,TOC,12,10,2,0.8333333333333334,0.16666666666666666
JiraEcosystem,JWSP,63,43,20,0.6825396825396826,0.31746031746031744
JiraEcosystem,SNIP,32,18,14,0.5625,0.4375
JiraEcosystem,CSUR,42,30,12,0.7142857142857143,0.2857142857142857
JiraEcosystem,ATST,529,405,124,0.7655954631379962,0.23440453686200377
JiraEcosystem,AMPS,1490,1398,92,0.938255033557047,0.06174496644295302
JiraEcosystem,AIT,5,3,2,0.6,0.4
JiraEcosystem,ACJIRA,1999,1381,618,0.6908454227113556,0.3091545772886443
JiraEcosystem,SELENIUM,297,296,1,0.9966329966329966,0.003367003367003367
JiraEcosystem,ACEJS,121,98,23,0.8099173553719008,0.19008264462809918
JiraEcosystem,ACC,75,75,0,1.0,0.0
JiraEcosystem,PAPIA,6,4,2,0.6666666666666666,0.3333333333333333
JiraEcosystem,AO,720,693,27,0.9625,0.0375
JiraEcosystem,JSDECO,183,68,115,0.37158469945355194,0.6284153005464481
JiraEcosystem,CHA,64,61,3,0.953125,0.046875
JiraEcosystem,ASAP,116,101,15,0.8706896551724138,0.12931034482758622
JiraEcosystem,VHS,33,28,5,0.8484848484848485,0.15151515151515152
JiraEcosystem,CPSP,43,20,23,0.46511627906976744,0.5348837209302325
JiraEcosystem,AG,1485,1458,27,0.9818181818181818,0.01818181818181818
JiraEcosystem,REFAPP,497,493,4,0.9919517102615694,0.008048289738430584
JiraEcosystem,PLE,1499,1499,0,1.0,0.0
JiraEcosystem,JDDAP,136,111,25,0.8161764705882353,0.18382352941176472
JiraEcosystem,DEVBOX,51,16,35,0.3137254901960784,0.6862745098039216
JiraEcosystem,HACK,155,137,18,0.8838709677419355,0.11612903225806452
JiraEcosystem,CSE,149,136,13,0.912751677852349,0.087248322147651
JiraEcosystem,AUI,4183,3983,200,0.952187425292852,0.04781257470714798
JiraEcosystem,AIN,6,5,1,0.8333333333333334,0.16666666666666666
JiraEcosystem,CPC,69,53,16,0.7681159420289855,0.2318840579710145
JiraEcosystem,CMMT,20,6,14,0.3,0.7
JiraEcosystem,ABD,35,17,18,0.4857142857142857,0.5142857142857142
JiraEcosystem,ATLASSDK,185,131,54,0.7081081081081081,0.2918918918918919
JiraEcosystem,JAW,21,3,18,0.14285714285714285,0.8571428571428571
JiraEcosystem,MR,92,64,28,0.6956521739130435,0.30434782608695654
JiraEcosystem,STRM,2293,2242,51,0.9777583951155692,0.022241604884430877
JiraEcosystem,FAGE,26,23,3,0.8846153846153846,0.11538461538461539
JiraEcosystem,ADGF,177,95,82,0.536723163841808,0.4632768361581921
JiraEcosystem,SOY,136,133,3,0.9779411764705882,0.022058823529411766
JiraEcosystem,PRETTY,30,30,0,1.0,0.0
JiraEcosystem,FI,109,1,108,0.009174311926605505,0.9908256880733946
JiraEcosystem,JRTE,42,20,22,0.47619047619047616,0.5238095238095238
JiraEcosystem,WEBHOOKS,142,102,40,0.7183098591549296,0.28169014084507044
JiraEcosystem,VOTE,62,51,11,0.8225806451612904,0.1774193548387097
JiraEcosystem,USGTRK,7,4,3,0.5714285714285714,0.42857142857142855
JiraEcosystem,THREAD,1,0,1,0.0,1.0
JiraEcosystem,FP,31,31,0,1.0,0.0
JiraEcosystem,PTRUNNER,39,30,9,0.7692307692307693,0.23076923076923078
JiraEcosystem,PLUGWEB,594,540,54,0.9090909090909091,0.09090909090909091
JiraEcosystem,FASTDEV,111,75,36,0.6756756756756757,0.32432432432432434
JiraEcosystem,FRGE,577,72,505,0.12478336221837089,0.8752166377816292
JiraEcosystem,JAP,29,23,6,0.7931034482758621,0.20689655172413793
JiraEcosystem,JRJC,249,122,127,0.4899598393574297,0.5100401606425703
JiraEcosystem,JPERF,721,405,316,0.5617198335644937,0.43828016643550627
JiraEcosystem,JICAL,40,30,10,0.75,0.25
JiraEcosystem,JCHART,39,11,28,0.28205128205128205,0.717948717948718
JiraEcosystem,SCANNER,106,105,1,0.9905660377358491,0.009433962264150943
JiraEcosystem,ACJS,654,587,67,0.8975535168195719,0.10244648318042814
JiraEcosystem,PLUGFRAG,24,22,2,0.9166666666666666,0.08333333333333333
JiraEcosystem,PLATFORM,194,185,9,0.9536082474226805,0.04639175257731959
JiraEcosystem,CACHE,139,114,25,0.8201438848920863,0.17985611510791366
JiraEcosystem,SPEAKEASY,149,112,37,0.7516778523489933,0.2483221476510067
JiraEcosystem,CCPH,18,1,17,0.05555555555555555,0.9444444444444444
JiraEcosystem,AHTTP,35,18,17,0.5142857142857142,0.4857142857142857
JiraEcosystem,MJF,307,197,110,0.6416938110749185,0.3583061889250814
JiraEcosystem,SAL,365,353,12,0.9671232876712329,0.03287671232876712
JiraEcosystem,BROWSERS,41,21,20,0.5121951219512195,0.4878048780487805
JiraEcosystem,OAUTH,327,320,7,0.9785932721712538,0.021406727828746176
JiraEcosystem,RAB,32,9,23,0.28125,0.71875
JiraEcosystem,ACCESS,629,197,432,0.31319554848966613,0.6868044515103339
JiraEcosystem,VCACHE,105,100,5,0.9523809523809523,0.047619047619047616
JiraEcosystem,HTTPSVC,2,2,0,1.0,0.0
JiraEcosystem,UPM,3763,3708,55,0.9853840021259633,0.014615997874036673
JiraEcosystem,EVENT,46,41,5,0.8913043478260869,0.10869565217391304
JiraEcosystem,AC,1544,1280,264,0.8290155440414507,0.17098445595854922
JiraEcosystem,AA,19,19,0,1.0,0.0
JiraEcosystem,ACSPRING,114,94,20,0.8245614035087719,0.17543859649122806
JiraEcosystem,REST,398,375,23,0.9422110552763819,0.05778894472361809
JiraEcosystem,ATR,105,102,3,0.9714285714285714,0.02857142857142857
JiraEcosystem,FISH,63,13,50,0.20634920634920634,0.7936507936507936
JiraEcosystem,PLVS,454,454,0,1.0,0.0
JiraEcosystem,AMKT,4563,4466,97,0.9787420556651326,0.021257944334867412
JiraEcosystem,WLC,22,10,12,0.45454545454545453,0.5454545454545454
JiraEcosystem,AKS,19,13,6,0.6842105263157895,0.3157894736842105
JiraEcosystem,PL,2889,2889,0,1.0,0.0
JiraEcosystem,SPFE,764,549,215,0.7185863874345549,0.281413612565445
JiraEcosystem,MC,2,1,1,0.5,0.5
MariaDB,MXS,3333,3125,208,0.9375937593759376,0.06240624062406241
MariaDB,CONCPP,57,50,7,0.8771929824561403,0.12280701754385964
MariaDB,CONJ,813,731,82,0.8991389913899139,0.1008610086100861
MariaDB,CONC,465,320,145,0.6881720430107527,0.3118279569892473
MariaDB,R2DBC,14,10,4,0.7142857142857143,0.2857142857142857
MariaDB,ODBC,288,231,57,0.8020833333333334,0.19791666666666666
MariaDB,MDEV,22437,16064,6373,0.715960244239426,0.28403975576057405
MariaDB,CONPY,135,111,24,0.8222222222222222,0.17777777777777778
MariaDB,CONJS,156,147,9,0.9423076923076923,0.057692307692307696
MariaDB,MCOL,3325,2365,960,0.7112781954887218,0.2887218045112782
MariaDB,MDBF,206,0,206,0.0,1.0
Mindville,ID,87,61,26,0.7011494252873564,0.2988505747126437
Mindville,IJBI,35,10,25,0.2857142857142857,0.7142857142857143
Mindville,ITI,7,0,7,0.0,1.0
Mindville,IMFC,76,12,64,0.15789473684210525,0.8421052631578947
Mindville,ICS,1847,518,1329,0.28045479155387115,0.7195452084461289
Mindville,ICC,79,13,66,0.16455696202531644,0.8354430379746836
Mindville,IDFTI,3,2,1,0.6666666666666666,0.3333333333333333
Mojang,BDS,13730,13679,51,0.996285506190823,0.0037144938091769847
Mojang,MCCE,11774,11774,0,1.0,0.0
Mojang,MCPE,144778,140317,4461,0.9691873074638412,0.030812692536158807
Mojang,WEB,3473,3257,216,0.9378059314713504,0.06219406852864958
Mojang,REALMS,9105,8712,393,0.956836902800659,0.04316309719934102
Mojang,MC,213845,205547,8298,0.9611961935046412,0.038803806495358785
Mojang,MCD,6484,6242,242,0.9626773596545343,0.037322640345465764
Mojang,MCL,17630,16965,665,0.9622802041973908,0.03771979580260919
MongoDB,JAVA,4055,3819,236,0.9418002466091245,0.058199753390875464
MongoDB,DAG,341,267,74,0.782991202346041,0.21700879765395895
MongoDB,TOOLS,2452,2133,319,0.8699021207177814,0.1300978792822186
MongoDB,WT,8325,7499,826,0.9007807807807808,0.09921921921921922
MongoDB,MONGOID,5089,4889,200,0.9606995480448025,0.039300451955197484
MongoDB,SPARK,291,277,14,0.9518900343642611,0.048109965635738834
MongoDB,GODRIVER,2161,1882,279,0.8708931050439611,0.12910689495603886
MongoDB,EVG,12546,11384,1162,0.9073808385142675,0.0926191614857325
MongoDB,DRIVERS,833,559,274,0.6710684273709484,0.3289315726290516
MongoDB,PHPC,1600,1445,155,0.903125,0.096875
MongoDB,NODE,3621,3105,516,0.8574979287489644,0.14250207125103562
MongoDB,MONGOCRYPT,346,287,59,0.8294797687861272,0.17052023121387283
MongoDB,MONGOSH,765,667,98,0.8718954248366013,0.12810457516339868
MongoDB,CXX,2298,1909,389,0.8307223672758921,0.16927763272410792
MongoDB,CSHARP,3752,3191,561,0.8504797441364605,0.14952025586353945
MongoDB,COMPASS,2603,2072,531,0.7960046100653092,0.20399538993469074
MongoDB,KAFKA,258,233,25,0.9031007751937985,0.09689922480620156
MongoDB,SWIFT,1338,1045,293,0.78101644245142,0.21898355754857998
MongoDB,CDRIVER,3410,2901,509,0.850733137829912,0.14926686217008797
MongoDB,VSCODE,170,126,44,0.7411764705882353,0.25882352941176473
MongoDB,SERVER,58928,52972,5956,0.8989275047515612,0.10107249524843877
MongoDB,RUST,1046,815,231,0.7791586998087954,0.2208413001912046
MongoDB,PYTHON,2872,2611,261,0.9091225626740947,0.0908774373259053
MongoDB,DOCS,13871,12515,1356,0.9022420878090981,0.09775791219090188
MongoDB,MOTOR,796,742,54,0.9321608040201005,0.0678391959798995
MongoDB,PHPLIB,716,630,86,0.8798882681564246,0.12011173184357542
MongoDB,RUBY,2689,2395,294,0.8906656749721086,0.10933432502789141
Qt,QTSOLBUG,196,46,150,0.23469387755102042,0.7653061224489796
Qt,QTWB,34,28,6,0.8235294117647058,0.17647058823529413
Qt,QTWEBSITE,787,700,87,0.8894536213468869,0.11054637865311309
Qt,QDS,4619,3372,1247,0.7300281446200476,0.2699718553799524
Qt,PYSIDE,1595,1359,236,0.852037617554859,0.14796238244514107
Qt,QTPLAYGROUND,20,8,12,0.4,0.6
Qt,QTMOBILITY,1926,1578,348,0.8193146417445483,0.1806853582554517
Qt,QSR,1248,949,299,0.7604166666666666,0.23958333333333334
Qt,CLOUD,82,41,41,0.5,0.5
Qt,QTCREATORBUG,25249,21976,3273,0.8703711038060913,0.12962889619390866
Qt,QTBUG,97172,77520,19652,0.7977606717984604,0.20223932820153953
Qt,QT3DS,4092,3544,548,0.8660801564027371,0.13391984359726294
Qt,AUTOSUITE,1521,1396,125,0.9178172255095332,0.08218277449046679
Qt,QBS,1634,1376,258,0.8421052631578947,0.15789473684210525
Qt,QTVSADDINBUG,967,818,149,0.8459152016546019,0.15408479834539815
Qt,QTQAINFRA,4169,3581,588,0.8589589829695371,0.14104101703046293
Qt,QTEXT,14,6,8,0.42857142857142855,0.5714285714285714
Qt,QTJIRA,315,288,27,0.9142857142857143,0.08571428571428572
Qt,QTIFW,2178,1728,450,0.7933884297520661,0.2066115702479339
Qt,COIN,699,497,202,0.7110157367668097,0.28898426323319026
Qt,QTMCU,62,52,10,0.8387096774193549,0.16129032258064516
RedHat,SSLNTV,13,11,2,0.8461538461538461,0.15384615384615385
RedHat,AG,185,185,0,1.0,0.0
RedHat,AAH,979,603,376,0.6159346271705822,0.3840653728294178
RedHat,PSAP,208,137,71,0.6586538461538461,0.34134615384615385
RedHat,CCO,116,81,35,0.6982758620689655,0.3017241379310345
RedHat,ELYMP,1,0,1,0.0,1.0
RedHat,CS,940,845,95,0.898936170212766,0.10106382978723404
RedHat,JBSEAM,5032,4134,898,0.8215421303656598,0.1784578696343402
RedHat,CRW,2159,1780,379,0.824455766558592,0.17554423344140807
RedHat,WISE,321,315,6,0.9813084112149533,0.018691588785046728
RedHat,RHSSO,1477,1477,0,1.0,0.0
RedHat,RFE,803,296,507,0.3686176836861768,0.6313823163138231
RedHat,JGRP,2482,2438,44,0.9822723609991942,0.017727639000805803
RedHat,MR,831,814,17,0.9795427196149218,0.02045728038507822
RedHat,FAI,633,437,196,0.6903633491311216,0.30963665086887837
RedHat,MCO,86,12,74,0.13953488372093023,0.8604651162790697
RedHat,MODCLUSTER,692,625,67,0.903179190751445,0.0968208092485549
RedHat,ELYWEB,169,160,9,0.9467455621301775,0.05325443786982249
RedHat,ERDEMO,103,39,64,0.3786407766990291,0.6213592233009708
RedHat,CAPEDWARF,260,226,34,0.8692307692307693,0.13076923076923078
RedHat,BUILD,205,118,87,0.5756097560975609,0.424390243902439
RedHat,JKNS,34,17,17,0.5,0.5
RedHat,STOR,205,102,103,0.4975609756097561,0.5024390243902439
RedHat,JBCLUSTER,248,212,36,0.8548387096774194,0.14516129032258066
RedHat,RESTEASY,2922,2626,296,0.8986995208761123,0.10130047912388775
RedHat,VIRTNET,37,3,34,0.08108108108108109,0.918918918918919
RedHat,AEROGEAR,9715,9471,244,0.9748841996911992,0.025115800308800822
RedHat,EMB,93,86,7,0.9247311827956989,0.07526881720430108
RedHat,JBTHR,88,81,7,0.9204545454545454,0.07954545454545454
RedHat,REMJMX,170,149,21,0.8764705882352941,0.12352941176470589
RedHat,ODH,384,123,261,0.3203125,0.6796875
RedHat,JBPAPP,5932,5930,2,0.9996628455832771,0.00033715441672285906
RedHat,DBAAS,193,151,42,0.7823834196891192,0.21761658031088082
RedHat,WFTC,85,74,11,0.8705882352941177,0.12941176470588237
RedHat,ENTESB,13529,13077,452,0.96659028753049,0.03340971246950994
RedHat,NETOBSERV,110,59,51,0.5363636363636364,0.4636363636363636
RedHat,OSASINFRA,528,349,179,0.6609848484848485,0.3390151515151515
RedHat,SNOWDROP,120,109,11,0.9083333333333333,0.09166666666666666
RedHat,JBESB,3890,3453,437,0.8876606683804628,0.11233933161953727
RedHat,HAWKULAR,1309,1244,65,0.9503437738731857,0.04965622612681436
RedHat,SRVKP,664,370,294,0.5572289156626506,0.4427710843373494
RedHat,OBSDA,30,1,29,0.03333333333333333,0.9666666666666667
RedHat,RDO,12,6,6,0.5,0.5
RedHat,STXM,18,13,5,0.7222222222222222,0.2777777777777778
RedHat,JBMETA,418,376,42,0.8995215311004785,0.10047846889952153
RedHat,OSSMDOC,417,164,253,0.3932853717026379,0.6067146282973621
RedHat,FUSETOOLS,3341,2749,592,0.8228075426519006,0.17719245734809938
RedHat,LOGMGR,273,234,39,0.8571428571428571,0.14285714285714285
RedHat,PD,319,183,136,0.5736677115987461,0.4263322884012539
RedHat,CMP,271,182,89,0.6715867158671587,0.3284132841328413
RedHat,OSPK8,114,54,60,0.47368421052631576,0.5263157894736842
RedHat,ODC,1406,1217,189,0.8655761024182077,0.13442389758179232
RedHat,CDI,737,737,0,1.0,0.0
RedHat,WFNC,61,51,10,0.8360655737704918,0.16393442622950818
RedHat,EAPDOC,2,1,1,0.5,0.5
RedHat,QUARKUS,748,620,128,0.8288770053475936,0.1711229946524064
RedHat,JDF,814,741,73,0.9103194103194103,0.08968058968058969
RedHat,ASA,1,0,1,0.0,1.0
