run_signature,mode,heldout_uid,heldout_repository,heldout_project,model,status,error,train_rows,test_rows,wall_seconds,n_test,events_test,harrell_c,n_ipcw_eval,ipcw_c,auc_30,auc_60,auc_90,mean_dynamic_auc,ibs_rows,ibs,km_ibs,ibs_gain_vs_km
3a611df8afc6,day7,Apache::FLEX,Apache,FLEX,CoxPH,ok,,50000,27464,37.944112062454224,27464,23638,0.4807389486706444,27464,0.47953655352510305,0.5024627226005821,0.4972503412561631,0.49443311226380887,0.5002252757081166,2000,0.2796825669670548,0.27879294017604495,-0.0008896267910098454
3a611df8afc6,day7,Apache::FLEX,Apache,FLEX,RSF,ok,,50000,27464,4061.620459794998,27464,23638,0.4906228260122151,27464,0.4884053616632265,0.5229713465096665,0.517076796543636,0.5118228691708406,0.5201656156932303,2000,0.24301428309367884,0.24459977622638515,0.0015854931327063115
3a611df8afc6,day7,Apache::HIVE,Apache,HIVE,CoxPH,ok,,50000,17213,34.801464319229126,17213,10008,0.6356827671781233,17213,0.6318461124344293,0.6909045630313737,0.6882854145924974,0.6847577408598784,0.6898648598948329,2000,0.22376149577058865,0.24181085139359249,0.018049355623003832
3a611df8afc6,day7,Apache::HIVE,Apache,HIVE,RSF,ok,,50000,17213,1004.151296377182,17213,10008,0.6784072934253447,17213,0.673487831984976,0.7566092019623019,0.7422110231943402,0.7362065593106192,0.752105407074284,2000,0.229585431150811,0.2404258853907474,0.010840454239936403
3a611df8afc6,day7,Jira::CONFSERVER,Jira,CONFSERVER,CoxPH,ok,,50000,35271,54.74183416366577,35271,28661,0.5879908929271074,35271,0.5727566950809628,0.6737731380464197,0.6656448239833985,0.6585253114991352,0.6694748006588231,2000,0.23607080841387185,0.25084900010409017,0.014778191690218323
3a611df8afc6,day7,Jira::CONFSERVER,Jira,CONFSERVER,RSF,ok,,50000,35271,1816.2896783351898,35271,28661,0.5994803767360866,35271,0.5808381389551974,0.7135695936215183,0.707558762582184,0.699474750577542,0.7099623565680281,2000,0.23321542137663506,0.2523669976203996,0.01915157624376454
3a611df8afc6,day7,Jira::JRACLOUD,Jira,JRACLOUD,CoxPH,ok,,50000,25108,45.98362374305725,25108,19360,0.633132776026344,25095,0.49102333824048694,0.7079869413343509,0.7162909967935427,0.7058082783722965,0.7094626178475825,2000,0.22562915689803578,0.30324708087221003,0.07761792397417425
3a611df8afc6,day7,Jira::JRACLOUD,Jira,JRACLOUD,RSF,ok,,50000,25108,1362.259230852127,25108,19360,0.6260752817413352,25095,0.5859614986764144,0.7201129357284726,0.7243601196759037,0.7108398171301693,0.7195983638974147,2000,0.24513765108851523,0.2975460559228342,0.05240840483431894
3a611df8afc6,day7,Jira::JRASERVER,Jira,JRASERVER,CoxPH,ok,,50000,37066,53.72490215301514,37066,28529,0.6006590789054136,37066,0.5757723192349342,0.693083089961865,0.6924482601619839,0.6841174997312656,0.6915138361506458,2000,0.2327772559660333,0.2639094051570306,0.0311321491909973
3a611df8afc6,day7,Jira::JRASERVER,Jira,JRASERVER,RSF,ok,,50000,37066,1936.0602049827576,37066,28529,0.5954700833820274,37066,0.5688360076545286,0.7159158232204411,0.7196961434655691,0.7131727919058256,0.7163489203516556,2000,0.24804856744058706,0.27245664417859666,0.0244080767380096
