run_signature,mode,heldout_uid,heldout_repository,heldout_project,model,status,error,train_rows,test_rows,wall_seconds,n_test,events_test,harrell_c,n_ipcw_eval,ipcw_c,auc_30,auc_60,auc_90,mean_dynamic_auc,ibs_rows,ibs,km_ibs,ibs_gain_vs_km
3a611df8afc6,day7,MariaDB::MDEV,MariaDB,MDEV,CoxPH,ok,,50000,17246,40.58362793922424,17246,10931,0.5550311653341391,17246,0.5557081596778586,0.5795823976316365,0.5549954639726924,0.5479536774306948,0.568345232362437,2000,0.18628320251501732,0.18872373284230387,0.0024405303272865553
3a611df8afc6,day7,MariaDB::MDEV,MariaDB,MDEV,RSF,ok,,50000,17246,1060.4561626911163,17246,10931,0.5866813228851997,17246,0.5858736751472108,0.6249897723234792,0.6052707247816171,0.6024758849354808,0.6164166558190097,2000,0.18089342734715086,0.18664879733575993,0.005755369988609066
3a611df8afc6,day7,Mojang::MC,Mojang,MC,CoxPH,ok,,50000,46654,74.22083950042725,46654,38427,0.48885250214513076,46654,0.4882270203673363,0.5074851217546561,0.4976026495151268,0.4872833745722822,0.5022659185853504,2000,0.19064104945779337,0.2075988219476443,0.016957772489850947
3a611df8afc6,day7,Mojang::MC,Mojang,MC,RSF,ok,,50000,46654,2246.3573620319366,46654,38427,0.5047845319084306,46654,0.5041810041186406,0.5168625017407902,0.5144534211267656,0.5110117294821749,0.515456133610833,2000,0.18972315300988488,0.20637384521381036,0.016650692203925482
3a611df8afc6,day7,Mojang::MCPE,Mojang,MCPE,CoxPH,ok,,50000,62076,91.87499475479126,62076,57680,0.5192950909104965,62076,0.5180426512446603,0.5072988145601866,0.5119066584532297,0.5654759085769349,0.5266870425542435,2000,0.21957765346301594,0.23567369344171588,0.016096039978699933
3a611df8afc6,day7,Mojang::MCPE,Mojang,MCPE,RSF,ok,,50000,62076,2870.0435094833374,62076,57680,0.527301690030852,62076,0.5266582780585254,0.5112485221015561,0.5246309110817265,0.558062655363658,0.5295341915465107,2000,0.22820759061407658,0.23238466789564055,0.004177077281563968
3a611df8afc6,day7,MongoDB::SERVER,MongoDB,SERVER,CoxPH,ok,,50000,39069,57.50391459465027,39069,33165,0.621323540497058,39069,0.6195080523215326,0.6651512801562636,0.6676780584989541,0.6747356775271698,0.6669245750188354,2000,0.16452825849751707,0.20769949108367264,0.04317123258615557
3a611df8afc6,day7,MongoDB::SERVER,MongoDB,SERVER,RSF,ok,,50000,39069,1994.1661059856415,39069,33165,0.6202937112552457,39069,0.6183501511646373,0.6664947138274449,0.6673741574681374,0.6748715483938685,0.6677362836179047,2000,0.1718762916451432,0.203534709079158,0.03165841743401479
3a611df8afc6,day7,Qt::QTBUG,Qt,QTBUG,CoxPH,ok,,50000,74986,106.24511671066284,74986,55399,0.5897559625868137,74986,0.5860141550433483,0.6268336039707982,0.621596101037899,0.6263809673352619,0.6255137021919401,2000,0.25446619548927446,0.22093345475739007,-0.03353274073188439
3a611df8afc6,day7,Qt::QTBUG,Qt,QTBUG,RSF,ok,,50000,74986,3398.071033477783,74986,55399,0.575738528799529,74986,0.5713907752483263,0.6289697041980116,0.6098420584056194,0.6091981652418419,0.6216159780020799,2000,0.20824989402938077,0.21316083240132125,0.004910938371940482
3a611df8afc6,day7,Sakai::SAK,Sakai,SAK,CoxPH,ok,,50000,27831,46.76025319099426,27831,23584,0.5594761522531256,27831,0.553922997373999,0.5795722669157883,0.587504201172755,0.5847810427329099,0.5821491243274329,2000,0.20985039389312496,0.2094852321522689,-0.0003651617408560459
3a611df8afc6,day7,Sakai::SAK,Sakai,SAK,RSF,ok,,50000,27831,1385.9573454856873,27831,23584,0.564204652493125,27831,0.5567835549978911,0.5939764718847182,0.5967570030429273,0.5959041899264842,0.5948945676571723,2000,0.20126900134224876,0.20752725837891062,0.006258257036661857
3a611df8afc6,day7,Sonatype::OSSRH,Sonatype,OSSRH,CoxPH,ok,,50000,10045,26.65540337562561,10045,7314,0.4937130863597695,10045,0.496170732431816,0.5126804708429925,0.5172770836896874,0.5152125002282106,0.5129725180044009,2000,0.2308776145438828,0.23158676975819945,0.0007091552143166369
3a611df8afc6,day7,Sonatype::OSSRH,Sonatype,OSSRH,RSF,ok,,50000,10045,655.2692465782166,10045,7314,0.5404341875468267,10045,0.5333298085597691,0.6322122214890513,0.6293773324386521,0.6270101879960408,0.6319040049303414,2000,0.2258310950825738,0.23402233906206185,0.008191243979488061
